label_id	anchor_x	anchor_y	anchor_z	cells	trace_id	cell_type	nucleus_id
10302	193.69335546260947	92.6142427857624	97.46399302436559	0	0	None	0
10303	195.2278880308473	90.75492311912187	97.46311732180251	0	0	None	0
10304	181.8205441066973	95.95414161441148	107.99277882281834	1	0	None	5818
10305	177.884858536119	100.39574051986887	110.33700992121362	1	0	None	6062
10306	196.1092321825884	97.39973630544071	101.38261826429238	1	0	None	5823
10307	187.278222586416	97.55059890265892	111.93318481706673	1	0	None	6329
10308	194.18809423519198	102.4911382820192	100.92647190710359	0	0	None	0
10309	202.47204251098202	82.4048838505503	97.01694263379153	0	0	None	0
10310	205.71546346030647	89.49808529697457	96.62281784190378	0	0	None	0
10311	145.32245201674053	100.61969010328407	101.60893161936704	1	0	None	5575
10312	159.44348933911337	99.79039909542696	95.37590786387385	0	0	None	0
10313	178.52386166831803	97.61096194850764	102.54134456974087	1	0	None	5816
10314	168.00197549332003	91.58467417116437	101.9410661185155	1	0	None	5579
10315	167.84865694095708	98.48151310004341	96.53863585799192	0	0	None	0
10316	173.23720799467853	98.56245026711292	97.70181444488328	0	0	None	0
10317	175.85226534647617	100.5728440535877	98.28500102615408	1	0	None	5582
10318	191.0233705121207	101.82026027254628	96.37404527555948	0	0	None	0
10319	190.16993873262126	96.6021319349732	100.00417615191964	0	0	None	0
10320	206.85115976617038	112.26776388449608	111.42222762573078	1	0	None	6368
10321	206.36406879551757	98.50870991835178	96.07663347293987	0	0	None	0
10322	206.12803438723859	102.17728411925155	98.35628230436956	0	0	None	0
10323	211.5131396899379	94.93311083562695	102.60985194372812	1	0	None	5829
10324	213.70853615699338	97.28630755017716	95.00749865483601	0	0	None	0
10325	214.67322884929428	98.68824511916452	100.01366260839684	0	0	None	0
10326	137.07290628087782	114.81696242446327	97.72423214258369	1	0	None	5602
10327	147.70565899933922	105.06123567336469	103.16141656874257	1	0	None	5810
10328	143.9542218345197	105.30797907923395	99.7864222861238	1	0	None	5607
10329	146.75966246948786	108.1593575338711	98.82110412149729	1	0	None	5609
10330	147.74123259818867	110.4589622442812	96.8519300472308	0	0	None	0
10331	152.61222451122032	110.75590068517813	97.26729773270687	1	0	None	5374
10332	163.69905964566783	111.68805903576387	96.4476422251942	0	0	None	0
10333	169.11111199251198	112.859220726715	98.03916839833187	0	0	None	0
10334	169.90158131832732	116.2082328117816	97.07257133868768	1	0	None	5619
10335	170.05759932733739	113.89270074776232	95.59556867303637	0	0	None	0
10336	176.9995594132049	113.96284610533934	99.84042575960736	1	0	None	5623
10337	184.42565174078385	105.16467902416844	98.06630554898443	1	0	None	5586
10338	189.38510407203816	110.59893543046718	96.2600765979926	0	0	None	0
10339	189.87405663335673	107.72627793547136	98.59409270015759	1	0	None	5626
10340	210.34866841362225	113.04910477231563	99.27006720009972	1	0	None	5633
10341	223.1486938243621	106.428865478039	97.09549608811355	0	0	None	0
10342	217.51028493486825	107.84611579476118	99.53707738217979	1	0	None	5636
10343	129.21821839212325	124.95919619874859	98.46758453474678	1	0	None	5596
10344	137.30485598693306	118.11777168963064	98.45413311158741	1	0	None	5599
10345	148.19699612432942	117.33891793375818	97.62824446755242	1	0	None	5608
10346	158.78332745384031	114.95187668894087	95.53381160747604	0	0	None	0
10347	174.70057181833687	119.55986034655392	97.49579553056505	0	0	None	0
10348	180.82378868108887	114.28832587313109	94.64494316834671	0	0	None	0
10349	180.7328496090905	128.35905518548864	102.25341831069595	1	0	None	5914
10350	191.41460821299358	120.53658925755282	95.5741473143882	0	0	None	0
10351	195.5861681307775	121.021529729242	96.17096979912563	0	0	None	0
10352	200.14524545390893	117.92985285993295	95.16694766062078	0	0	None	0
10353	211.2047904726669	119.6468305980412	98.26498715541254	0	0	None	0
10354	212.71820757835377	115.81542060877292	99.28874448821225	1	0	None	5634
10355	122.85622678794572	131.92560537812523	96.65378197863086	0	0	None	0
10356	125.15464491038216	124.10521333558788	96.27436643980387	0	0	None	0
10357	128.43110987635947	136.1244003216351	99.1273177451986	1	0	None	5650
10358	131.87250012536808	124.06712563310862	95.01226403943005	0	0	None	0
10359	134.21108265019862	131.4814469688932	97.87093426528496	1	0	None	5653
10360	136.960449400919	127.51944138672285	95.00245403198466	0	0	None	0
10361	139.28752162730885	132.86669759761514	95.52705459434185	0	0	None	0
10362	148.77357635535083	133.00814467394804	95.5034786202541	0	0	None	0
10363	147.43507499815632	130.0362287227226	98.04527142338809	1	0	None	5656
10364	152.09185091010573	130.28461890291175	95.01714394244786	0	0	None	0
10365	154.3748697633739	132.31485455221323	101.360717533232	1	0	None	5658
10366	154.08143480276829	131.98336573302885	96.71716225034777	0	0	None	0
10367	168.8935875893493	127.59631872649751	98.60421869900871	1	0	None	5663
10368	166.1000767650381	129.7321657082743	99.12283546453794	1	0	None	5662
10369	171.85963428929355	128.7797804125095	97.05522224956378	0	0	None	0
10370	173.3367387449625	131.0597445070211	98.25734216915724	0	0	None	0
10371	174.35572893841396	130.01634939283923	96.9496142994784	0	0	None	0
10372	180.14557429512595	132.6340368327217	94.99691430885557	0	0	None	0
