label_id	clusters	morphologyColourScheme
1660	1	255-147-172-58
2137	1	255-147-172-58
2140	1	255-147-172-58
2138	1	255-147-172-58
2299	2	255-7-197-226
2298	1	255-147-172-58
1970	3	255-98-0-122
2457	6	255-209-164-255
2146	4	255-254-141-100
1530	6	255-209-164-255
2647	0	255-255-0-73
1664	4	255-254-141-100
2147	6	255-209-164-255
1981	8	255-222-69-200
2157	1	255-147-172-58
1983	8	255-222-69-200
1828	1	255-147-172-58
2148	8	255-222-69-200
2465	1	255-147-172-58
2466	1	255-147-172-58
2653	4	255-254-141-100
1832	1	255-147-172-58
1817	8	255-222-69-200
1668	1	255-147-172-58
1818	4	255-254-141-100
2013	4	255-254-141-100
2823	5	255-181-131-84
2000	6	255-209-164-255
2468	6	255-209-164-255
1701	9	255-0-76-255
2320	6	255-209-164-255
2005	4	255-254-141-100
2321	6	255-209-164-255
2322	1	255-147-172-58
2151	1	255-147-172-58
2167	1	255-147-172-58
1988	1	255-147-172-58
2003	7	255-98-132-2
1094	6	255-209-164-255
2004	1	255-147-172-58
2491	7	255-98-132-2
2317	1	255-147-172-58
1989	1	255-147-172-58
2155	1	255-147-172-58
2170	1	255-147-172-58
2154	2	255-7-197-226
2671	1	255-147-172-58
2475	1	255-147-172-58
2673	2	255-7-197-226
1992	7	255-98-132-2
2496	1	255-147-172-58
2311	1	255-147-172-58
2323	7	255-98-132-2
2479	2	255-7-197-226
1239	1	255-147-172-58
1994	1	255-147-172-58
1831	1	255-147-172-58
2010	1	255-147-172-58
2482	2	255-7-197-226
2326	2	255-7-197-226
2663	1	255-147-172-58
2173	1	255-147-172-58
1998	2	255-7-197-226
2834	2	255-7-197-226
2843	1	255-147-172-58
2331	4	255-254-141-100
2836	2	255-7-197-226
2675	4	255-254-141-100
2665	4	255-254-141-100
2666	2	255-7-197-226
2483	1	255-147-172-58
2012	4	255-254-141-100
2667	2	255-7-197-226
2161	2	255-7-197-226
2847	2	255-7-197-226
2176	7	255-98-132-2
2332	7	255-98-132-2
2668	2	255-7-197-226
1855	2	255-7-197-226
2014	8	255-222-69-200
2204	9	255-0-76-255
1873	6	255-209-164-255
2515	3	255-98-0-122
1709	6	255-209-164-255
2514	4	255-254-141-100
1877	6	255-209-164-255
2368	1	255-147-172-58
2499	6	255-209-164-255
2031	6	255-209-164-255
2191	9	255-0-76-255
2345	6	255-209-164-255
2500	8	255-222-69-200
2060	6	255-209-164-255
2346	9	255-0-76-255
2216	9	255-0-76-255
2493	1	255-147-172-58
984	2	255-7-197-226
2707	2	255-7-197-226
2683	1	255-147-172-58
1715	2	255-7-197-226
2348	1	255-147-172-58
2350	1	255-147-172-58
2502	2	255-7-197-226
2672	1	255-147-172-58
2708	2	255-7-197-226
2684	2	255-7-197-226
2337	10	255-114-16-255
2525	2	255-7-197-226
2526	2	255-7-197-226
2709	2	255-7-197-226
2503	2	255-7-197-226
2527	2	255-7-197-226
2860	2	255-7-197-226
2710	2	255-7-197-226
2685	1	255-147-172-58
2877	2	255-7-197-226
2504	2	255-7-197-226
2528	2	255-7-197-226
2878	2	255-7-197-226
2339	1	255-147-172-58
2712	2	255-7-197-226
2862	2	255-7-197-226
2530	2	255-7-197-226
2352	2	255-7-197-226
2505	1	255-147-172-58
2531	2	255-7-197-226
2532	2	255-7-197-226
2880	2	255-7-197-226
2340	1	255-147-172-58
1404	1	255-147-172-58
1893	2	255-7-197-226
2688	2	255-7-197-226
2689	1	255-147-172-58
1720	1	255-147-172-58
2341	1	255-147-172-58
2690	1	255-147-172-58
2196	1	255-147-172-58
2691	2	255-7-197-226
2506	2	255-7-197-226
2197	2	255-7-197-226
2533	2	255-7-197-226
2694	1	255-147-172-58
2356	2	255-7-197-226
2357	2	255-7-197-226
2534	2	255-7-197-226
2199	2	255-7-197-226
2864	7	255-98-132-2
2507	2	255-7-197-226
2714	1	255-147-172-58
2359	1	255-147-172-58
972	9	255-0-76-255
2695	7	255-98-132-2
2716	5	255-181-131-84
2867	5	255-181-131-84
1745	8	255-222-69-200
2718	7	255-98-132-2
2733	7	255-98-132-2
2364	8	255-222-69-200
1747	6	255-209-164-255
2392	7	255-98-132-2
1899	6	255-209-164-255
2207	1	255-147-172-58
2888	1	255-147-172-58
1142	9	255-0-76-255
2561	1	255-147-172-58
2210	1	255-147-172-58
2049	5	255-181-131-84
2394	1	255-147-172-58
2230	1	255-147-172-58
1904	1	255-147-172-58
2369	1	255-147-172-58
2541	1	255-147-172-58
2739	2	255-7-197-226
2562	1	255-147-172-58
1329	1	255-147-172-58
2722	1	255-147-172-58
2371	1	255-147-172-58
2543	1	255-147-172-58
1731	1	255-147-172-58
2890	1	255-147-172-58
2544	6	255-209-164-255
2053	1	255-147-172-58
2397	2	255-7-197-226
2372	2	255-7-197-226
2741	3	255-98-0-122
2546	2	255-7-197-226
2547	1	255-147-172-58
2742	2	255-7-197-226
2236	2	255-7-197-226
2373	2	255-7-197-226
2592	2	255-7-197-226
2249	2	255-7-197-226
2566	2	255-7-197-226
2377	1	255-147-172-58
2725	2	255-7-197-226
2569	2	255-7-197-226
2550	2	255-7-197-226
2567	10	255-114-16-255
2568	2	255-7-197-226
2379	2	255-7-197-226
2400	2	255-7-197-226
2913	2	255-7-197-226
2571	2	255-7-197-226
2570	2	255-7-197-226
2745	2	255-7-197-226
2726	2	255-7-197-226
2574	2	255-7-197-226
2747	2	255-7-197-226
2572	2	255-7-197-226
2551	2	255-7-197-226
2727	2	255-7-197-226
2575	2	255-7-197-226
2577	2	255-7-197-226
2552	2	255-7-197-226
2600	5	255-181-131-84
2402	2	255-7-197-226
2240	2	255-7-197-226
2578	2	255-7-197-226
2553	2	255-7-197-226
2579	2	255-7-197-226
2556	2	255-7-197-226
2555	2	255-7-197-226
2580	1	255-147-172-58
2581	2	255-7-197-226
2918	3	255-98-0-122
2748	2	255-7-197-226
2557	2	255-7-197-226
2583	2	255-7-197-226
2920	2	255-7-197-226
1918	2	255-7-197-226
2582	2	255-7-197-226
2405	2	255-7-197-226
2221	2	255-7-197-226
2388	1	255-147-172-58
2407	4	255-254-141-100
2389	2	255-7-197-226
2242	7	255-98-132-2
2072	7	255-98-132-2
2406	2	255-7-197-226
2729	1	255-147-172-58
2905	5	255-181-131-84
2587	5	255-181-131-84
2730	7	255-98-132-2
1472	4	255-254-141-100
2117	8	255-222-69-200
2101	1	255-147-172-58
2395	1	255-147-172-58
1958	4	255-254-141-100
2437	4	255-254-141-100
1610	2	255-7-197-226
2609	2	255-7-197-226
2412	1	255-147-172-58
2774	1	255-147-172-58
2589	1	255-147-172-58
2270	2	255-7-197-226
2423	2	255-7-197-226
2246	2	255-7-197-226
2777	2	255-7-197-226
2590	2	255-7-197-226
2610	1	255-147-172-58
2778	2	255-7-197-226
2753	2	255-7-197-226
2414	1	255-147-172-58
2424	1	255-147-172-58
2425	1	255-147-172-58
2564	2	255-7-197-226
2779	1	255-147-172-58
2442	1	255-147-172-58
2623	2	255-7-197-226
2591	2	255-7-197-226
2743	1	255-147-172-58
2780	2	255-7-197-226
2415	2	255-7-197-226
2426	2	255-7-197-226
2781	2	255-7-197-226
2428	2	255-7-197-226
2427	2	255-7-197-226
2594	2	255-7-197-226
2593	2	255-7-197-226
2782	2	255-7-197-226
2783	2	255-7-197-226
2250	5	255-181-131-84
2627	2	255-7-197-226
2758	2	255-7-197-226
2416	2	255-7-197-226
2785	2	255-7-197-226
2595	2	255-7-197-226
2942	2	255-7-197-226
2418	2	255-7-197-226
2786	2	255-7-197-226
2943	2	255-7-197-226
2112	2	255-7-197-226
2927	2	255-7-197-226
2597	2	255-7-197-226
2596	2	255-7-197-226
2789	2	255-7-197-226
2430	1	255-147-172-58
1197	1	255-147-172-58
2420	2	255-7-197-226
2788	2	255-7-197-226
2746	5	255-181-131-84
2928	2	255-7-197-226
2612	2	255-7-197-226
2761	2	255-7-197-226
2143	1	255-147-172-58
2790	5	255-181-131-84
2598	2	255-7-197-226
2259	2	255-7-197-226
2433	2	255-7-197-226
2947	2	255-7-197-226
2599	2	255-7-197-226
2791	2	255-7-197-226
2930	5	255-181-131-84
2421	2	255-7-197-226
2422	2	255-7-197-226
2763	2	255-7-197-226
2614	2	255-7-197-226
2613	2	255-7-197-226
2601	2	255-7-197-226
2764	2	255-7-197-226
2948	2	255-7-197-226
2436	10	255-114-16-255
2615	2	255-7-197-226
2765	2	255-7-197-226
2616	6	255-209-164-255
2950	4	255-254-141-100
2766	2	255-7-197-226
2919	2	255-7-197-226
2922	5	255-181-131-84
2119	1	255-147-172-58
2632	6	255-209-164-255
2776	2	255-7-197-226
2622	5	255-181-131-84
2440	1	255-147-172-58
2441	5	255-181-131-84
2451	4	255-254-141-100
2131	2	255-7-197-226
2794	1	255-147-172-58
2129	10	255-114-16-255
1973	10	255-114-16-255
2284	7	255-98-132-2
2805	2	255-7-197-226
2443	5	255-181-131-84
2624	1	255-147-172-58
2807	5	255-181-131-84
2625	1	255-147-172-58
2288	10	255-114-16-255
2638	5	255-181-131-84
2795	10	255-114-16-255
2810	5	255-181-131-84
2292	8	255-222-69-200
2452	5	255-181-131-84
1645	1	255-147-172-58
935	6	255-209-164-255
2444	2	255-7-197-226
2796	5	255-181-131-84
2139	1	255-147-172-58
2445	1	255-147-172-58
2296	1	255-147-172-58
2294	7	255-98-132-2
2297	7	255-98-132-2
2446	5	255-181-131-84
1662	1	255-147-172-58
2631	1	255-147-172-58
2798	2	255-7-197-226
2458	4	255-254-141-100
2721	9	255-0-76-255
2464	8	255-222-69-200
1980	8	255-222-69-200
2657	7	255-98-132-2
3152	8	255-222-69-200
2649	4	255-254-141-100
2984	7	255-98-132-2
2462	8	255-222-69-200
3153	1	255-147-172-58
1515	6	255-209-164-255
2313	8	255-222-69-200
2312	1	255-147-172-58
2821	8	255-222-69-200
2480	1	255-147-172-58
2654	1	255-147-172-58
2149	4	255-254-141-100
2990	1	255-147-172-58
3007	8	255-222-69-200
2992	8	255-222-69-200
2824	9	255-0-76-255
2669	4	255-254-141-100
2180	9	255-0-76-255
2658	6	255-209-164-255
3163	5	255-181-131-84
1084	9	255-0-76-255
2473	1	255-147-172-58
2659	7	255-98-132-2
3332	5	255-181-131-84
2670	3	255-98-0-122
2492	1	255-147-172-58
2996	1	255-147-172-58
2474	1	255-147-172-58
2494	1	255-147-172-58
2828	1	255-147-172-58
2477	7	255-98-132-2
2495	1	255-147-172-58
3184	5	255-181-131-84
2998	1	255-147-172-58
2478	1	255-147-172-58
2829	1	255-147-172-58
3344	5	255-181-131-84
2327	1	255-147-172-58
2662	1	255-147-172-58
3166	5	255-181-131-84
2318	1	255-147-172-58
2174	1	255-147-172-58
2325	7	255-98-132-2
1999	2	255-7-197-226
2664	2	255-7-197-226
3186	5	255-181-131-84
3345	2	255-7-197-226
3336	5	255-181-131-84
3168	1	255-147-172-58
3034	5	255-181-131-84
3337	2	255-7-197-226
2845	1	255-147-172-58
3169	1	255-147-172-58
3017	1	255-147-172-58
3170	1	255-147-172-58
2844	1	255-147-172-58
2846	1	255-147-172-58
3189	1	255-147-172-58
3171	2	255-7-197-226
3188	2	255-7-197-226
3326	2	255-7-197-226
2849	1	255-147-172-58
3190	2	255-7-197-226
3019	2	255-7-197-226
2852	2	255-7-197-226
3172	7	255-98-132-2
3191	2	255-7-197-226
3006	5	255-181-131-84
3347	1	255-147-172-58
3192	3	255-98-0-122
3005	8	255-222-69-200
2851	10	255-114-16-255
3348	5	255-181-131-84
2701	4	255-254-141-100
2461	9	255-0-76-255
2887	6	255-209-164-255
3043	6	255-209-164-255
3044	6	255-209-164-255
2033	9	255-0-76-255
2678	6	255-209-164-255
2545	5	255-181-131-84
3026	6	255-209-164-255
2018	6	255-209-164-255
2859	8	255-222-69-200
2058	7	255-98-132-2
2706	6	255-209-164-255
2682	7	255-98-132-2
3204	10	255-114-16-255
3010	1	255-147-172-58
3028	7	255-98-132-2
3046	2	255-7-197-226
2841	1	255-147-172-58
3205	10	255-114-16-255
3357	2	255-7-197-226
3227	2	255-7-197-226
3047	2	255-7-197-226
3015	1	255-147-172-58
3048	2	255-7-197-226
3206	2	255-7-197-226
3358	2	255-7-197-226
3228	2	255-7-197-226
2861	2	255-7-197-226
3031	1	255-147-172-58
3387	2	255-7-197-226
3208	5	255-181-131-84
3032	1	255-147-172-58
2896	2	255-7-197-226
2879	2	255-7-197-226
3033	5	255-181-131-84
2529	1	255-147-172-58
3388	2	255-7-197-226
3229	2	255-7-197-226
3035	2	255-7-197-226
2881	2	255-7-197-226
3389	2	255-7-197-226
3209	2	255-7-197-226
3390	2	255-7-197-226
3036	2	255-7-197-226
3062	2	255-7-197-226
2692	2	255-7-197-226
3230	2	255-7-197-226
3391	2	255-7-197-226
2693	5	255-181-131-84
3232	2	255-7-197-226
3037	2	255-7-197-226
3038	2	255-7-197-226
3233	2	255-7-197-226
3212	1	255-147-172-58
2558	1	255-147-172-58
2698	1	255-147-172-58
3049	5	255-181-131-84
3214	5	255-181-131-84
2868	7	255-98-132-2
3369	5	255-181-131-84
3235	5	255-181-131-84
2719	7	255-98-132-2
2731	8	255-222-69-200
2362	10	255-114-16-255
3413	5	255-181-131-84
2409	4	255-254-141-100
1919	7	255-98-132-2
3402	5	255-181-131-84
3068	8	255-222-69-200
3403	5	255-181-131-84
1468	4	255-254-141-100
3240	5	255-181-131-84
3051	7	255-98-132-2
3241	1	255-147-172-58
3404	2	255-7-197-226
2735	1	255-147-172-58
3405	2	255-7-197-226
3254	1	255-147-172-58
2908	7	255-98-132-2
3242	2	255-7-197-226
3054	1	255-147-172-58
2738	1	255-147-172-58
2540	1	255-147-172-58
3070	2	255-7-197-226
2542	1	255-147-172-58
2889	2	255-7-197-226
2911	2	255-7-197-226
2723	3	255-98-0-122
1905	6	255-209-164-255
2215	1	255-147-172-58
3071	1	255-147-172-58
3257	2	255-7-197-226
3056	2	255-7-197-226
3059	1	255-147-172-58
3060	6	255-209-164-255
3223	2	255-7-197-226
3421	2	255-7-197-226
3061	5	255-181-131-84
3258	10	255-114-16-255
2704	2	255-7-197-226
3074	2	255-7-197-226
2912	2	255-7-197-226
3244	2	255-7-197-226
3073	2	255-7-197-226
3075	2	255-7-197-226
3260	2	255-7-197-226
2915	1	255-147-172-58
2895	2	255-7-197-226
2897	2	255-7-197-226
3248	2	255-7-197-226
3078	2	255-7-197-226
3094	5	255-181-131-84
3079	2	255-7-197-226
2899	2	255-7-197-226
2916	2	255-7-197-226
2900	2	255-7-197-226
3410	2	255-7-197-226
2901	2	255-7-197-226
2917	2	255-7-197-226
3063	2	255-7-197-226
3249	2	255-7-197-226
3428	10	255-114-16-255
3080	1	255-147-172-58
3250	2	255-7-197-226
2933	2	255-7-197-226
3081	2	255-7-197-226
3261	2	255-7-197-226
3064	2	255-7-197-226
2921	2	255-7-197-226
2903	2	255-7-197-226
2768	2	255-7-197-226
3082	2	255-7-197-226
2904	1	255-147-172-58
3430	5	255-181-131-84
3263	5	255-181-131-84
2924	5	255-181-131-84
3252	5	255-181-131-84
2923	1	255-147-172-58
3066	7	255-98-132-2
3065	5	255-181-131-84
2391	8	255-222-69-200
3084	8	255-222-69-200
2411	1	255-147-172-58
2608	4	255-254-141-100
1618	5	255-181-131-84
3280	5	255-181-131-84
2771	1	255-147-172-58
3452	1	255-147-172-58
1923	1	255-147-172-58
3101	2	255-7-197-226
2588	7	255-98-132-2
3292	2	255-7-197-226
3085	1	255-147-172-58
3102	2	255-7-197-226
3265	2	255-7-197-226
2754	1	255-147-172-58
2940	2	255-7-197-226
2939	2	255-7-197-226
2938	1	255-147-172-58
3456	2	255-7-197-226
3103	2	255-7-197-226
2396	1	255-147-172-58
3281	5	255-181-131-84
3087	2	255-7-197-226
3266	2	255-7-197-226
3121	2	255-7-197-226
3282	1	255-147-172-58
3088	5	255-181-131-84
3105	2	255-7-197-226
3106	2	255-7-197-226
3268	2	255-7-197-226
2941	2	255-7-197-226
2756	2	255-7-197-226
3458	2	255-7-197-226
2926	2	255-7-197-226
2954	2	255-7-197-226
3108	2	255-7-197-226
3269	2	255-7-197-226
3107	2	255-7-197-226
3089	2	255-7-197-226
3109	2	255-7-197-226
2955	2	255-7-197-226
3110	2	255-7-197-226
2759	2	255-7-197-226
3283	2	255-7-197-226
3090	2	255-7-197-226
3284	2	255-7-197-226
2797	2	255-7-197-226
3440	2	255-7-197-226
3274	4	255-254-141-100
2945	10	255-114-16-255
3111	2	255-7-197-226
3442	5	255-181-131-84
3285	1	255-147-172-58
3816	5	255-181-131-84
3091	2	255-7-197-226
3092	2	255-7-197-226
3286	2	255-7-197-226
3112	2	255-7-197-226
3093	2	255-7-197-226
2949	2	255-7-197-226
3465	2	255-7-197-226
3288	2	255-7-197-226
3095	2	255-7-197-226
3116	2	255-7-197-226
3445	2	255-7-197-226
3467	1	255-147-172-58
3275	2	255-7-197-226
3097	2	255-7-197-226
3468	5	255-181-131-84
3988	2	255-7-197-226
3276	2	255-7-197-226
3117	6	255-209-164-255
3447	2	255-7-197-226
2934	7	255-98-132-2
3098	7	255-98-132-2
2935	8	255-222-69-200
2802	8	255-222-69-200
3118	2	255-7-197-226
3119	2	255-7-197-226
2633	5	255-181-131-84
2620	3	255-98-0-122
2963	4	255-254-141-100
2953	2	255-7-197-226
2964	10	255-114-16-255
3120	2	255-7-197-226
3133	3	255-98-0-122
2808	1	255-147-172-58
3295	2	255-7-197-226
2285	5	255-181-131-84
2636	1	255-147-172-58
3135	2	255-7-197-226
2966	2	255-7-197-226
3123	1	255-147-172-58
3479	2	255-7-197-226
2626	5	255-181-131-84
3136	2	255-7-197-226
3296	2	255-7-197-226
3125	2	255-7-197-226
3304	2	255-7-197-226
3138	1	255-147-172-58
3306	2	255-7-197-226
2972	7	255-98-132-2
3481	2	255-7-197-226
2958	2	255-7-197-226
2957	5	255-181-131-84
794	9	255-0-76-255
2973	8	255-222-69-200
3298	7	255-98-132-2
2629	9	255-0-76-255
2630	5	255-181-131-84
2447	5	255-181-131-84
2295	1	255-147-172-58
3127	2	255-7-197-226
2304	8	255-222-69-200
2959	7	255-98-132-2
3128	3	255-98-0-122
3129	1	255-147-172-58
3299	5	255-181-131-84
3655	5	255-181-131-84
3656	0	255-255-0-73
3317	5	255-181-131-84
3316	7	255-98-132-2
3162	6	255-209-164-255
3319	5	255-181-131-84
3142	5	255-181-131-84
3491	2	255-7-197-226
3144	8	255-222-69-200
3493	8	255-222-69-200
3660	5	255-181-131-84
3487	8	255-222-69-200
2820	4	255-254-141-100
3165	1	255-147-172-58
2988	8	255-222-69-200
3146	8	255-222-69-200
3149	8	255-222-69-200
3323	5	255-181-131-84
3324	4	255-254-141-100
3495	2	255-7-197-226
3664	3	255-98-0-122
3496	1	255-147-172-58
3665	5	255-181-131-84
3878	5	255-181-131-84
3502	8	255-222-69-200
3669	0	255-255-0-73
2822	4	255-254-141-100
2886	9	255-0-76-255
3698	5	255-181-131-84
3331	2	255-7-197-226
3504	1	255-147-172-58
3701	2	255-7-197-226
3520	2	255-7-197-226
3866	10	255-114-16-255
2308	3	255-98-0-122
3333	1	255-147-172-58
3182	1	255-147-172-58
1076	9	255-0-76-255
3012	1	255-147-172-58
3868	5	255-181-131-84
3703	2	255-7-197-226
2840	1	255-147-172-58
3728	2	255-7-197-226
3343	1	255-147-172-58
2661	1	255-147-172-58
3523	1	255-147-172-58
3705	5	255-181-131-84
3679	1	255-147-172-58
3164	2	255-7-197-226
3508	1	255-147-172-58
3886	1	255-147-172-58
3335	1	255-147-172-58
3681	2	255-7-197-226
3682	1	255-147-172-58
2831	1	255-147-172-58
3870	10	255-114-16-255
2833	1	255-147-172-58
2832	1	255-147-172-58
3510	2	255-7-197-226
3708	2	255-7-197-226
3871	5	255-181-131-84
3684	2	255-7-197-226
3709	2	255-7-197-226
3511	2	255-7-197-226
3685	2	255-7-197-226
3710	2	255-7-197-226
3525	2	255-7-197-226
3872	2	255-7-197-226
3711	2	255-7-197-226
2848	1	255-147-172-58
3712	2	255-7-197-226
3686	1	255-147-172-58
3526	2	255-7-197-226
3889	1	255-147-172-58
3687	5	255-181-131-84
3018	2	255-7-197-226
3338	8	255-222-69-200
3346	1	255-147-172-58
3364	1	255-147-172-58
3527	2	255-7-197-226
3890	5	255-181-131-84
3529	5	255-181-131-84
3713	10	255-114-16-255
3371	8	255-222-69-200
3742	5	255-181-131-84
3349	5	255-181-131-84
3903	5	255-181-131-84
3351	9	255-0-76-255
2856	4	255-254-141-100
3719	6	255-209-164-255
3340	6	255-209-164-255
3376	7	255-98-132-2
3749	1	255-147-172-58
3380	2	255-7-197-226
3548	6	255-209-164-255
3533	6	255-209-164-255
3222	6	255-209-164-255
3202	6	255-209-164-255
3751	5	255-181-131-84
3522	10	255-114-16-255
3897	2	255-7-197-226
3534	5	255-181-131-84
3729	5	255-181-131-84
3535	5	255-181-131-84
3359	2	255-7-197-226
3536	10	255-114-16-255
3730	2	255-7-197-226
3361	2	255-7-197-226
3731	2	255-7-197-226
3362	2	255-7-197-226
3732	2	255-7-197-226
3916	2	255-7-197-226
3363	5	255-181-131-84
3917	2	255-7-197-226
3537	1	255-147-172-58
3554	10	255-114-16-255
3538	5	255-181-131-84
3756	2	255-7-197-226
3365	7	255-98-132-2
3757	2	255-7-197-226
3900	2	255-7-197-226
3919	5	255-181-131-84
3393	2	255-7-197-226
3539	2	255-7-197-226
3555	2	255-7-197-226
3901	2	255-7-197-226
3736	1	255-147-172-58
3392	1	255-147-172-58
3234	1	255-147-172-58
3397	1	255-147-172-58
3541	5	255-181-131-84
3734	5	255-181-131-84
3540	2	255-7-197-226
3556	5	255-181-131-84
3738	1	255-147-172-58
3215	5	255-181-131-84
3760	5	255-181-131-84
3557	5	255-181-131-84
3236	5	255-181-131-84
3542	7	255-98-132-2
3740	5	255-181-131-84
3560	3	255-98-0-122
2883	7	255-98-132-2
3559	3	255-98-0-122
3902	5	255-181-131-84
3741	8	255-222-69-200
3238	7	255-98-132-2
3401	8	255-222-69-200
3433	7	255-98-132-2
3940	3	255-98-0-122
3941	5	255-181-131-84
3765	2	255-7-197-226
2205	9	255-0-76-255
3415	5	255-181-131-84
1471	4	255-254-141-100
3926	5	255-181-131-84
3406	5	255-181-131-84
3069	5	255-181-131-84
3927	10	255-114-16-255
3255	5	255-181-131-84
3928	2	255-7-197-226
3417	2	255-7-197-226
3944	2	255-7-197-226
3418	7	255-98-132-2
2909	2	255-7-197-226
3243	1	255-147-172-58
3256	1	255-147-172-58
3574	2	255-7-197-226
3575	2	255-7-197-226
3057	1	255-147-172-58
3780	1	255-147-172-58
3565	2	255-7-197-226
3930	1	255-147-172-58
3769	2	255-7-197-226
3931	10	255-114-16-255
3547	2	255-7-197-226
3782	6	255-209-164-255
3932	2	255-7-197-226
3246	10	255-114-16-255
3423	2	255-7-197-226
3424	2	255-7-197-226
3444	10	255-114-16-255
4108	2	255-7-197-226
3783	5	255-181-131-84
3578	10	255-114-16-255
3426	2	255-7-197-226
3771	2	255-7-197-226
3427	2	255-7-197-226
3568	2	255-7-197-226
3579	10	255-114-16-255
3569	2	255-7-197-226
3784	5	255-181-131-84
3785	2	255-7-197-226
2096	1	255-147-172-58
3787	2	255-7-197-226
3948	2	255-7-197-226
3429	2	255-7-197-226
3580	2	255-7-197-226
3772	2	255-7-197-226
3949	2	255-7-197-226
3773	5	255-181-131-84
3581	2	255-7-197-226
3571	2	255-7-197-226
3582	2	255-7-197-226
3774	5	255-181-131-84
3788	5	255-181-131-84
3262	5	255-181-131-84
2715	8	255-222-69-200
3935	5	255-181-131-84
3776	5	255-181-131-84
836	9	255-0-76-255
3789	5	255-181-131-84
3584	5	255-181-131-84
3763	8	255-222-69-200
3588	7	255-98-132-2
3805	8	255-222-69-200
3290	8	255-222-69-200
3449	4	255-254-141-100
3610	5	255-181-131-84
3809	2	255-7-197-226
3794	1	255-147-172-58
3633	5	255-181-131-84
3590	2	255-7-197-226
3808	2	255-7-197-226
3591	2	255-7-197-226
3979	2	255-7-197-226
3611	5	255-181-131-84
3612	2	255-7-197-226
3470	3	255-98-0-122
3796	2	255-7-197-226
3613	2	255-7-197-226
3435	2	255-7-197-226
3453	2	255-7-197-226
3614	1	255-147-172-58
3615	2	255-7-197-226
3616	2	255-7-197-226
3811	2	255-7-197-226
3618	2	255-7-197-226
3617	2	255-7-197-226
3619	2	255-7-197-226
3437	2	255-7-197-226
3812	5	255-181-131-84
3959	5	255-181-131-84
3813	2	255-7-197-226
3594	2	255-7-197-226
3960	2	255-7-197-226
3438	2	255-7-197-226
3620	2	255-7-197-226
3593	10	255-114-16-255
3832	2	255-7-197-226
3814	2	255-7-197-226
3797	2	255-7-197-226
3596	10	255-114-16-255
3595	2	255-7-197-226
3459	2	255-7-197-226
3815	2	255-7-197-226
4138	5	255-181-131-84
3621	2	255-7-197-226
2969	3	255-98-0-122
3622	10	255-114-16-255
3597	5	255-181-131-84
3462	2	255-7-197-226
3984	5	255-181-131-84
3464	5	255-181-131-84
3962	10	255-114-16-255
3817	5	255-181-131-84
3624	2	255-7-197-226
3113	3	255-98-0-122
3599	10	255-114-16-255
3964	5	255-181-131-84
3839	5	255-181-131-84
3819	2	255-7-197-226
3601	10	255-114-16-255
3602	5	255-181-131-84
3625	2	255-7-197-226
3626	10	255-114-16-255
3968	5	255-181-131-84
3967	10	255-114-16-255
3603	2	255-7-197-226
3969	2	255-7-197-226
3989	2	255-7-197-226
3604	5	255-181-131-84
3605	2	255-7-197-226
3800	2	255-7-197-226
3099	8	255-222-69-200
3970	5	255-181-131-84
3607	5	255-181-131-84
3971	5	255-181-131-84
3974	5	255-181-131-84
3828	2	255-7-197-226
3471	2	255-7-197-226
3472	1	255-147-172-58
3635	1	255-147-172-58
3829	2	255-7-197-226
3478	4	255-254-141-100
3294	7	255-98-132-2
3992	5	255-181-131-84
3644	5	255-181-131-84
3310	8	255-222-69-200
